,CustomerNo,TotalQuantity,TotalMoney,Clusters
1818,17043.0,998.0,12006.96,0
1819,16612.0,506.0,5731.69,1
1820,15618.0,453.0,5438.77,1
1821,17164.0,1501.0,17850.44,2
1822,17430.0,190.0,2158.02,1
1823,15870.0,335.0,3796.32,1
1824,14080.0,140.0,1791.61,1
1825,15522.0,574.0,6190.59,0
1826,15785.0,1612.0,18254.07,2
1827,12408.0,1391.0,16083.97,2
1829,13824.0,768.0,8956.25,0
1830,16362.0,351.0,4325.82,1
1831,16637.0,927.0,10685.22,0
1832,12832.0,197.0,2429.99,1
1833,14623.0,406.0,4801.52,1
1835,13717.0,2335.0,26411.5,2
1836,14700.0,1343.0,15497.57,2
1837,18036.0,234.0,2504.91,1
1838,16348.0,813.0,9829.82,0
1839,14073.0,130.0,1487.34,1
1840,16918.0,1013.0,11064.66,0
1841,18150.0,332.0,3983.42,1
1842,14929.0,136.0,1623.34,1
1843,15330.0,1312.0,14182.56,2
1844,16488.0,728.0,7903.72,0
1847,16466.0,788.0,9689.48,0
1848,12838.0,359.0,4379.48,1
1849,14404.0,839.0,8378.75,0
1850,16243.0,129.0,1754.43,1
1851,13523.0,1752.0,21771.35,2
1852,13155.0,878.0,11060.81,0
1853,16676.0,649.0,8281.08,0
1854,13365.0,1288.0,14864.41,2
1855,16372.0,166.0,2066.55,1
1856,15696.0,1028.0,13309.72,0
1857,16357.0,246.0,3196.5,1
1858,15407.0,558.0,6765.83,0
1859,13527.0,1692.0,19675.05,2
1860,16445.0,111.0,1361.49,1
1862,15427.0,1013.0,11890.55,0
1863,17082.0,1049.0,12430.12,0
1864,15025.0,189.0,2305.31,1
1865,15017.0,63.0,774.4,1
1866,15952.0,399.0,4854.01,1
1867,13772.0,546.0,6406.63,0
1868,13532.0,129.0,1537.67,1
1869,12645.0,1076.0,12055.24,0
1870,17608.0,232.0,2551.34,1
1871,12638.0,573.0,6397.62,0
1872,14174.0,94.0,1088.92,1
1873,16771.0,1477.0,17159.84,2
1874,13634.0,704.0,8551.72,0
1875,14039.0,162.0,1834.58,1
1876,15839.0,675.0,7395.82,0
1877,14517.0,91.0,1271.38,1
1878,18170.0,409.0,5196.69,1
1880,13759.0,287.0,3617.16,1
1881,15526.0,24.0,398.16,1
1882,17831.0,12.0,159.24,1
1883,12742.0,4.0,46.13,1
1884,14356.0,1030.0,14852.92,2
1885,12561.0,1118.0,14040.59,0
1886,12397.0,1361.0,15955.51,2
1887,18035.0,611.0,6999.23,0
1888,17084.0,1816.0,21102.9,2
1889,14592.0,415.0,4838.15,1
1890,15010.0,259.0,3319.42,1
1891,15707.0,605.0,7119.19,0
1892,12484.0,2170.0,25571.48,2
1893,14971.0,644.0,7745.3,0
1894,12944.0,289.0,3504.6,1
1895,17233.0,131.0,1538.32,1
1896,12577.0,471.0,5479.77,1
1897,14913.0,1743.0,18999.28,2
1898,13592.0,624.0,8651.08,0
1899,12576.0,967.0,11259.52,0
1900,17930.0,1594.0,18121.24,2
1902,12432.0,1808.0,22880.21,2
1903,15722.0,1026.0,12792.99,0
1905,17979.0,393.0,4758.87,1
1906,18022.0,736.0,8204.06,0
1907,17193.0,1254.0,14595.02,2
1908,16318.0,199.0,2376.21,1
1909,17274.0,584.0,8292.4,0
1910,16012.0,799.0,9639.95,0
1911,15597.0,279.0,3192.21,1
1912,16887.0,157.0,1803.05,1
1913,12928.0,1962.0,20415.18,2
1914,16555.0,175.0,2026.99,1
1915,13938.0,70.0,790.88,1
1916,12556.0,376.0,4483.71,1
1917,17703.0,591.0,6872.05,0
1918,16574.0,419.0,4772.31,1
1919,17076.0,295.0,3885.92,1
1920,17653.0,1408.0,15531.85,2
1921,15227.0,750.0,8937.34,0
1922,15998.0,2041.0,23843.59,2
1923,16602.0,728.0,9139.2,0
1924,13636.0,1042.0,13019.95,0
1925,14856.0,714.0,8359.18,0
1926,13168.0,682.0,8217.38,0
1927,16409.0,1306.0,14790.02,2
1928,18081.0,195.0,2350.66,1
1929,13721.0,316.0,3776.05,1
1930,15651.0,885.0,11090.68,0
1931,17442.0,1496.0,17327.63,2
1932,16337.0,758.0,9508.94,0
1933,12808.0,187.0,2018.71,1
1934,14098.0,104.0,1210.81,1
1935,13728.0,458.0,5735.32,1
1936,17816.0,30.0,313.99,1
1937,14815.0,744.0,8423.62,0
1938,16221.0,717.0,8029.39,0
1939,16841.0,2250.0,24977.26,2
1940,15551.0,218.0,2681.13,1
1941,17634.0,840.0,11030.33,0
1942,18205.0,192.0,2498.14,1
1943,15252.0,522.0,6109.23,0
1944,15605.0,441.0,5747.79,1
1945,14270.0,198.0,2537.47,1
1946,12352.0,526.0,6811.92,0
1947,15612.0,51.0,707.55,1
1948,17403.0,117.0,1487.71,1
1949,16914.0,121.0,1103.97,1
1950,14636.0,241.0,2972.36,1
1951,12544.0,224.0,2859.79,1
1953,15809.0,301.0,3613.56,1
1954,12309.0,1.0,12.86,1
1955,17351.0,113.0,1760.08,1
1956,17074.0,860.0,11825.83,0
1957,13076.0,1033.0,13319.57,0
1958,17965.0,1555.0,18415.04,2
1959,16706.0,244.0,2835.54,1
1960,15576.0,404.0,5042.72,1
1961,18164.0,184.0,2295.49,1
1962,15275.0,498.0,5672.74,1
1964,16884.0,319.0,3702.35,1
1967,15830.0,893.0,11186.51,0
1969,16747.0,583.0,6770.18,0
1971,18105.0,46.0,587.7,1
1972,16014.0,264.0,3321.5,1
1973,13477.0,1021.0,11831.24,0
1974,12594.0,1772.0,19508.32,2
1975,16043.0,503.0,5949.21,0
1976,17800.0,735.0,8474.61,0
1977,14974.0,44.0,555.79,1
1978,17947.0,168.0,1902.84,1
1979,16367.0,981.0,11502.2,0
1980,13904.0,332.0,3743.58,1
1981,18104.0,362.0,4484.02,1
1982,13271.0,253.0,2816.04,1
1983,17999.0,624.0,8096.47,0
1984,14528.0,278.0,3222.7,1
1985,16971.0,270.0,4336.7,1
1986,15018.0,193.0,2501.96,1
1987,16825.0,566.0,6595.68,0
1988,14383.0,818.0,9608.97,0
1989,13292.0,392.0,4769.99,1
1990,17733.0,463.0,5455.07,1
1991,13461.0,1170.0,11554.54,0
1992,13697.0,177.0,1969.32,1
1993,17166.0,102.0,1258.23,1
1994,14345.0,50.0,624.17,1
1995,13327.0,1600.0,16047.16,2
1997,13726.0,1054.0,11849.18,0
1998,16830.0,264.0,2977.88,1
1999,16960.0,301.0,3488.29,1
2000,14995.0,553.0,7022.3,0
2001,12674.0,1126.0,13431.52,0
2002,12491.0,376.0,4623.28,1
2003,14485.0,71.0,878.97,1
2004,17696.0,1756.0,20341.64,2
2005,18270.0,101.0,1325.28,1
2006,15423.0,100.0,1062.0,1
2007,13916.0,16.0,186.89,1
2009,14633.0,147.0,2096.27,1
2010,15752.0,1978.0,20437.74,2
2011,14808.0,2147.0,25265.04,2
2012,14580.0,152.0,2201.8,1
2013,12552.0,85.0,1196.93,1
2014,12588.0,52.0,712.19,1
2015,12581.0,160.0,1824.03,1
2016,15360.0,223.0,2724.32,1
2017,13103.0,82.0,1090.42,1
2018,16836.0,165.0,1949.5,1
2019,12571.0,523.0,5761.72,1
2020,13813.0,529.0,6546.59,0
2021,15667.0,240.0,2768.88,1
2022,13186.0,820.0,9956.86,0
2023,13544.0,126.0,1583.98,1
2024,13651.0,96.0,1213.33,1
2025,17951.0,616.0,7348.06,0
2026,12909.0,1616.0,19529.03,2
2027,13145.0,145.0,2468.06,1
2028,13540.0,2.0,31.27,1
2029,16969.0,815.0,9004.67,0
2030,15974.0,2262.0,26647.54,2
2031,16127.0,323.0,3983.02,1
2032,17396.0,2004.0,28031.5,2
2033,16018.0,190.0,2366.34,1
2034,14167.0,150.0,2127.11,1
2035,18257.0,1041.0,10618.3,0
2036,12522.0,197.0,2198.59,1
2037,13982.0,1136.0,13499.4,0
2038,16190.0,88.0,1122.55,1
2039,15865.0,368.0,4689.34,1
2040,16235.0,329.0,4129.01,1
2041,14810.0,1032.0,9799.74,0
2042,15059.0,604.0,7561.23,0
2043,17609.0,696.0,7782.3,0
2044,16601.0,131.0,1592.46,1
2045,13278.0,535.0,5549.74,1
2046,15708.0,1267.0,16433.13,2
2047,15370.0,830.0,10829.86,0
2048,15376.0,619.0,7578.37,0
2049,17796.0,179.0,2554.82,1
2050,13607.0,290.0,3661.14,1
2051,17018.0,176.0,2747.2,1
2052,18067.0,189.0,2331.32,1
2053,15521.0,1909.0,22248.66,2
2054,15860.0,438.0,5453.99,1
2055,17372.0,749.0,9052.58,0
2056,14582.0,73.0,864.99,1
2057,13566.0,575.0,6653.73,0
2058,14179.0,329.0,4043.18,1
2059,17255.0,232.0,2684.04,1
2060,13524.0,322.0,3966.46,1
2061,14077.0,268.0,3228.79,1
2062,14040.0,1554.0,16486.61,2
2063,17213.0,1233.0,15703.05,2
2064,16049.0,793.0,9168.77,0
2065,13617.0,300.0,3632.36,1
2066,17447.0,443.0,5033.44,1
2067,15478.0,585.0,6766.98,0
2068,13421.0,1156.0,13177.92,0
2069,14158.0,781.0,8275.56,0
2070,15385.0,161.0,1974.78,1
2071,17373.0,408.0,4701.04,1
2072,14295.0,84.0,1031.16,1
2073,15669.0,342.0,4206.38,1
2074,14221.0,2191.0,25920.42,2
2075,14738.0,822.0,10949.65,0
2076,13993.0,899.0,12568.54,0
2077,14412.0,798.0,8985.25,0
2078,15096.0,120.0,1454.75,1
2079,17837.0,516.0,6915.45,0
2080,15313.0,32.0,254.39,1
2082,16154.0,146.0,1815.34,1
2083,17669.0,1916.0,14267.1,2
2084,16648.0,281.0,3178.16,1
2086,18287.0,1586.0,18139.56,2
2087,14218.0,160.0,1689.66,1
2088,12174.0,10.0,111.75,1
2089,14176.0,220.0,2854.14,1
2090,13177.0,92.0,1236.59,1
2091,16181.0,153.0,1821.38,1
2092,14232.0,2252.0,25683.38,2
2093,17418.0,289.0,3375.43,1
2094,16102.0,942.0,11542.72,0
2095,12895.0,762.0,10029.16,0
2096,13812.0,873.0,11041.64,0
2097,16290.0,3.0,42.27,1
2098,16554.0,402.0,4978.15,1
2099,17308.0,5.0,86.15,1
2100,17272.0,1778.0,20426.73,2
2101,17310.0,577.0,7753.84,0
2102,17839.0,285.0,3249.89,1
2103,15622.0,1987.0,23609.82,2
2104,15137.0,338.0,4694.52,1
2105,14842.0,1166.0,14634.68,2
2106,17545.0,352.0,4240.48,1
2107,15288.0,775.0,10063.92,0
2108,13654.0,2228.0,25071.95,2
2109,12430.0,116.0,1410.68,1
2110,17684.0,714.0,9147.47,0
2111,13416.0,142.0,2185.9,1
2112,15659.0,933.0,12299.29,0
2113,15791.0,731.0,8534.73,0
2114,18276.0,186.0,2250.74,1
2115,17878.0,401.0,4474.16,1
2116,14752.0,260.0,3064.96,1
2117,17414.0,2100.0,22330.2,2
2118,16232.0,550.0,6651.94,0
2119,13025.0,52.0,584.84,1
2120,17459.0,537.0,6007.98,0
2121,16847.0,78.0,997.68,1
2122,16026.0,243.0,2733.0,1
2123,14239.0,995.0,11287.18,0
2125,18261.0,146.0,1828.71,1
2126,14357.0,148.0,1704.87,1
2127,13538.0,182.0,3296.2,1
2128,14716.0,604.0,6502.59,0
2129,16680.0,94.0,972.66,1
2130,15014.0,151.0,1808.1,1
2131,16345.0,289.0,4617.85,1
2132,12448.0,240.0,2834.36,1
2133,17712.0,216.0,2450.63,1
2134,16418.0,288.0,3476.62,1
2135,14315.0,1021.0,10705.71,0
2136,16188.0,782.0,8779.98,0
2137,15835.0,439.0,4553.09,1
2139,17175.0,866.0,10355.11,0
2140,16225.0,1425.0,17978.85,2
2141,15240.0,1369.0,15602.25,2
2142,12812.0,164.0,1916.0,1
2143,15516.0,680.0,9041.29,0
2144,16071.0,180.0,1936.01,1
2145,16208.0,396.0,4958.71,1
2146,14754.0,973.0,12346.15,0
2147,12879.0,370.0,4379.12,1
2148,17470.0,1675.0,17963.37,2
2149,16750.0,214.0,2820.49,1
2150,14598.0,452.0,5391.09,1
2151,15320.0,326.0,3615.85,1
2152,16415.0,187.0,2095.63,1
2153,16883.0,124.0,1578.58,1
2154,12456.0,1618.0,19229.12,2
2155,13107.0,1293.0,14583.86,2
2156,14690.0,170.0,2123.27,1
2157,15821.0,202.0,2410.9,1
2158,15990.0,443.0,5053.76,1
2159,14379.0,292.0,3337.26,1
2160,17895.0,133.0,1468.74,1
2161,15345.0,81.0,1233.46,1
2162,16708.0,452.0,6141.21,0
2163,17917.0,597.0,7717.53,0
2164,15630.0,800.0,8920.53,0
2166,14001.0,962.0,9352.28,0
2167,16110.0,733.0,8883.59,0
2168,16056.0,347.0,4166.15,1
2169,14757.0,162.0,1997.46,1
2170,13652.0,578.0,6927.07,0
2171,13481.0,1142.0,11898.92,0
2172,12398.0,1389.0,15525.12,2
2173,18147.0,203.0,2264.44,1
2174,18045.0,142.0,1637.61,1
2176,13182.0,201.0,2184.32,1
2177,17024.0,110.0,1389.41,1
2178,17928.0,68.0,862.12,1
2179,15158.0,198.0,2136.06,1
2180,15656.0,343.0,4282.72,1
2182,14341.0,1403.0,14474.15,2
2183,13601.0,548.0,6252.87,0
2184,12550.0,1153.0,14504.08,2
2185,16540.0,390.0,5540.64,1
2186,15215.0,349.0,4921.51,1
2187,13176.0,453.0,5082.57,1
2188,14474.0,140.0,1996.3,1
2189,16444.0,407.0,4728.29,1
2191,15068.0,364.0,4297.8,1
2192,14019.0,1037.0,12087.06,0
2193,16728.0,677.0,8019.66,0
2194,17344.0,66.0,841.05,1
2195,17004.0,819.0,8890.29,0
2196,16491.0,478.0,5648.95,1
2197,14139.0,510.0,5653.62,1
2198,15801.0,612.0,7605.99,0
2199,16325.0,194.0,2597.06,1
2200,15592.0,354.0,4026.64,1
2201,14312.0,1012.0,11767.54,0
2202,15277.0,205.0,2363.52,1
2203,17186.0,200.0,2198.0,1
2204,16019.0,1724.0,21371.55,2
2205,14764.0,190.0,2232.72,1
2206,14145.0,516.0,7905.12,0
2207,15142.0,365.0,4058.58,1
2208,18240.0,66.0,805.26,1
2209,14997.0,1606.0,18413.82,2
2210,17423.0,459.0,5420.0,1
2211,15806.0,602.0,6974.74,0
2212,13165.0,1376.0,15150.08,2
2213,16023.0,358.0,4388.44,1
2214,17317.0,1149.0,14468.52,2
2215,16017.0,102.0,1262.52,1
2216,16686.0,2030.0,23807.7,2
2217,16768.0,196.0,2498.81,1
2218,13598.0,58.0,748.13,1
2220,14731.0,256.0,2959.71,1
2221,16007.0,1393.0,15687.69,2
2222,15000.0,218.0,2737.01,1
2223,17111.0,302.0,3301.06,1
2224,14504.0,308.0,3846.74,1
2225,17836.0,102.0,1171.03,1
2226,12185.0,564.0,8369.02,0
2227,16497.0,1421.0,17715.75,2
2228,17361.0,157.0,2109.43,1
2229,13917.0,228.0,2615.5,1
2230,13725.0,1617.0,18889.1,2
2231,12407.0,1403.0,15924.92,2
2232,16153.0,1073.0,11733.8,0
2233,12403.0,94.0,1364.64,1
2234,14967.0,418.0,5937.01,0
2235,15286.0,55.0,810.31,1
2236,17190.0,165.0,2068.3,1
2237,17832.0,210.0,2328.53,1
2238,13918.0,1140.0,12929.92,0
2240,13157.0,1440.0,14339.41,2
2241,13974.0,249.0,2726.87,1
2242,15819.0,1357.0,14631.06,2
2243,14233.0,680.0,8409.51,0
2244,15121.0,199.0,2508.64,1
2245,15836.0,26.0,407.28,1
2246,15469.0,153.0,2058.17,1
2247,17764.0,402.0,4852.37,1
2248,17672.0,1690.0,20577.0,2
2249,14097.0,297.0,4201.71,1
2250,17092.0,1185.0,13917.48,0
2251,17571.0,904.0,10650.4,0
2252,17420.0,265.0,2351.04,1
2253,13245.0,125.0,1722.41,1
2254,14923.0,418.0,5052.08,1
2255,18252.0,239.0,2964.63,1
2256,17125.0,291.0,3248.04,1
2257,16260.0,311.0,3644.3,1
2258,14261.0,406.0,4976.54,1
2259,14638.0,166.0,2155.98,1
2260,15664.0,157.0,2005.3,1
2261,13573.0,303.0,3406.77,1
2262,15296.0,1847.0,21869.99,2
2263,16177.0,95.0,1313.92,1
2264,16170.0,1770.0,20007.66,2
2265,13669.0,237.0,2653.04,1
2267,17354.0,1006.0,11739.66,0
2268,17007.0,669.0,8027.09,0
2269,14631.0,1035.0,13412.39,0
2270,18149.0,310.0,3618.46,1
2271,14495.0,115.0,1204.04,1
2272,16593.0,116.0,1527.45,1
2273,16099.0,434.0,4084.1,1
2274,15587.0,312.0,4133.28,1
2275,13366.0,144.0,1533.6,1
2276,16846.0,135.0,1603.3,1
2277,13761.0,650.0,7261.91,0
2278,15807.0,430.0,4975.12,1
2279,14484.0,210.0,2298.04,1
2280,14427.0,319.0,3676.9,1
2281,13897.0,200.0,2299.56,1
2282,15565.0,62.0,819.72,1
2283,15129.0,1831.0,22453.81,2
2284,17099.0,8.0,97.56,1
2285,16797.0,406.0,5846.3,0
2286,13849.0,1016.0,11748.54,0
2287,16621.0,302.0,3929.25,1
2288,16131.0,1870.0,23126.51,2
2289,16826.0,482.0,6533.02,0
2290,15220.0,1418.0,16415.77,2
2291,14306.0,1075.0,13040.04,0
2292,14229.0,610.0,7838.16,0
2293,15468.0,155.0,2067.71,1
2294,13491.0,903.0,10501.9,0
2295,16123.0,170.0,2057.74,1
2296,17148.0,82.0,848.98,1
2297,15610.0,66.0,667.86,1
2298,15853.0,136.0,1497.2,1
2299,17934.0,831.0,10554.95,0
2300,18019.0,7.0,111.14,1
2301,16470.0,531.0,6176.11,0
2302,14107.0,1775.0,20435.76,2
2303,12596.0,468.0,5258.67,1
2304,14273.0,264.0,2474.77,1
2305,17894.0,405.0,5273.55,1
2306,17824.0,408.0,4488.12,1
2307,15754.0,199.0,2509.53,1
2308,12370.0,2350.0,27599.42,2
2309,15803.0,290.0,3398.6,1
2310,15006.0,304.0,3635.62,1
2312,14799.0,146.0,1658.42,1
2313,12929.0,40.0,535.39,1
2314,16932.0,88.0,984.65,1
2315,17679.0,729.0,9514.26,0
2316,15713.0,1200.0,16071.85,2
2317,14652.0,289.0,3513.27,1
2318,12759.0,894.0,10370.7,0
2319,14639.0,1431.0,17725.94,2
2320,12360.0,1156.0,13959.64,0
2321,15327.0,116.0,1403.22,1
2322,13032.0,375.0,4484.72,1
2323,12611.0,846.0,9832.66,0
2325,15637.0,128.0,1541.04,1
2326,16848.0,182.0,2029.94,1
2327,15678.0,184.0,1628.18,1
2328,14015.0,378.0,4815.06,1
2329,16249.0,950.0,11581.23,0
2330,13594.0,359.0,3817.27,1
2331,14798.0,150.0,1715.4,1
2332,14861.0,117.0,1328.16,1
2333,17262.0,367.0,5045.55,1
2334,16515.0,833.0,10193.62,0
2335,16940.0,2169.0,24117.14,2
2336,13637.0,408.0,4618.38,1
2337,16734.0,346.0,4213.02,1
2338,15140.0,1574.0,18556.36,2
2339,16730.0,994.0,10949.25,0
2340,12863.0,189.0,2481.81,1
2341,15604.0,159.0,1851.42,1
2342,13805.0,1900.0,20420.4,2
2343,14381.0,146.0,1692.18,1
2344,14305.0,1454.0,18146.22,2
2345,17520.0,720.0,8887.34,0
2346,15012.0,231.0,2782.91,1
2347,13015.0,1617.0,19842.67,2
2348,15066.0,317.0,4165.02,1
2349,17734.0,422.0,5043.48,1
2350,18042.0,33.0,507.39,1
2351,13875.0,1316.0,14111.67,0
2352,14443.0,938.0,11009.59,0
2353,12475.0,532.0,6077.06,0
2354,16542.0,46.0,593.98,1
2356,16563.0,486.0,6085.98,0
2357,17201.0,268.0,3059.14,1
2359,17527.0,488.0,5964.51,0
2360,13923.0,1047.0,13041.5,0
2361,16412.0,73.0,844.04,1
2362,17205.0,885.0,9472.33,0
2363,17534.0,103.0,1284.56,1
2364,15335.0,80.0,991.99,1
2365,16737.0,288.0,3381.12,1
2366,14211.0,1242.0,13859.67,0
2367,17206.0,76.0,988.16,1
2368,17785.0,67.0,821.9,1
2369,16363.0,52.0,645.0,1
2370,14830.0,168.0,1799.13,1
2371,16389.0,1241.0,14120.11,0
2372,12794.0,592.0,6768.41,0
2373,17612.0,1808.0,18688.29,2
2374,13265.0,1752.0,20119.57,2
2375,14841.0,1778.0,19911.74,2
2376,17244.0,616.0,6955.96,0
2377,15598.0,160.0,1824.7,1
2378,16934.0,399.0,5064.01,1
2379,12940.0,411.0,5148.5,1
2380,13878.0,475.0,6181.96,0
2381,15994.0,177.0,2251.75,1
2382,13034.0,369.0,4440.89,1
2383,16206.0,361.0,4590.75,1
2384,15440.0,197.0,2375.15,1
2385,14780.0,314.0,3442.3,1
2386,15545.0,163.0,1970.73,1
2387,16052.0,285.0,3295.55,1
2388,13760.0,197.0,2313.1,1
2390,12454.0,1006.0,13925.84,0
2391,14119.0,584.0,8343.07,0
2392,14257.0,2038.0,23985.3,2
2393,16413.0,148.0,1785.69,1
2394,16081.0,1477.0,18008.13,2
2395,13006.0,55.0,647.32,1
2396,15826.0,963.0,11385.14,0
2397,16239.0,228.0,2522.52,1
2398,16950.0,644.0,7807.67,0
2399,18228.0,238.0,3238.42,1
2401,14567.0,412.0,5790.8,0
2402,14089.0,134.0,1538.6,1
2403,13047.0,1390.0,17560.47,2
2404,13213.0,1360.0,15496.58,2
2405,17771.0,283.0,3114.77,1
2406,14937.0,484.0,6622.44,0
2407,15620.0,915.0,10910.44,0
2408,13222.0,3.0,45.35,1
2409,13136.0,1731.0,19605.84,2
2410,17986.0,10.0,61.9,1
2411,17180.0,683.0,7816.16,0
2412,17892.0,109.0,1367.31,1
2413,12359.0,1622.0,24503.01,2
2414,17061.0,1917.0,26514.03,2
2415,17279.0,48.0,678.42,1
2416,14082.0,593.0,7380.01,0
2417,12446.0,351.0,4259.83,1
2418,13853.0,312.0,4191.06,1
2419,16224.0,1355.0,15400.41,2
2421,16121.0,586.0,6693.64,0
2422,15272.0,309.0,3901.15,1
2423,15367.0,1057.0,12283.48,0
2424,12613.0,1630.0,19136.74,2
2425,17614.0,238.0,2833.19,1
2426,13930.0,274.0,3153.78,1
2427,17169.0,526.0,6247.66,0
2429,14537.0,155.0,2026.1,1
2430,13487.0,265.0,3244.08,1
2431,16770.0,464.0,5544.75,1
2432,13827.0,141.0,1867.47,1
2433,14421.0,1974.0,24639.89,2
2434,14624.0,162.0,1832.44,1
2435,12631.0,232.0,2870.14,1
2436,14975.0,380.0,4181.71,1
2437,16773.0,171.0,1928.58,1
2438,16430.0,103.0,1363.93,1
2439,17181.0,241.0,2715.85,1
2440,16793.0,146.0,1746.28,1
2442,18160.0,294.0,3598.12,1
2443,14976.0,232.0,3172.19,1
2444,13858.0,75.0,990.23,1
2445,14555.0,132.0,1688.2,1
2446,15831.0,1105.0,12662.12,0
2447,17872.0,501.0,6717.56,0
2448,15871.0,671.0,8655.97,0
2449,13464.0,836.0,10783.94,0
2450,17064.0,340.0,4278.59,1
2451,13865.0,565.0,8217.03,0
2452,12602.0,162.0,1817.46,1
2453,17489.0,480.0,5457.99,1
2454,15840.0,1349.0,16574.13,2
2455,15281.0,1211.0,14557.6,2
2456,18171.0,481.0,6191.95,0
2457,15421.0,500.0,5358.08,1
2459,14541.0,786.0,9980.36,0
2460,13520.0,1633.0,19120.26,2
2461,17913.0,289.0,3348.01,1
2462,14642.0,76.0,877.76,1
2463,15038.0,217.0,2947.2,1
2464,12633.0,1149.0,13137.49,0
2465,12761.0,14.0,210.39,1
2466,14761.0,118.0,1471.7,1
2467,12679.0,545.0,6561.37,0
2468,16203.0,262.0,3292.8,1
2469,16753.0,189.0,1918.93,1
2470,14852.0,1747.0,20390.02,2
2471,15837.0,447.0,5004.02,1
2472,18277.0,68.0,810.16,1
2473,14775.0,1174.0,13070.64,0
2474,12667.0,391.0,4478.9,1
2475,12690.0,644.0,8008.59,0
2477,12836.0,1064.0,13164.77,0
2478,14175.0,1515.0,18830.13,2
2479,13627.0,1269.0,14686.55,2
2480,13690.0,67.0,863.2,1
2481,12772.0,551.0,6358.97,0
2482,14857.0,1309.0,17229.45,2
2483,12371.0,582.0,7411.53,0
2484,13517.0,1366.0,16036.08,2
2486,16136.0,440.0,5236.86,1
2487,16861.0,140.0,1612.88,1
2488,13497.0,165.0,2051.13,1
2489,13283.0,90.0,894.52,1
2490,13109.0,981.0,12083.68,0
2491,17620.0,60.0,698.4,1
2492,12530.0,904.0,9013.53,0
2493,12824.0,268.0,3327.29,1
2494,16086.0,511.0,5277.88,1
2496,16120.0,878.0,10341.03,0
2497,13919.0,472.0,5195.42,1
2498,16171.0,24.0,321.0,1
2499,15199.0,396.0,5358.44,1
2500,13208.0,768.0,9100.7,0
2501,16465.0,626.0,7852.66,0
2502,14665.0,740.0,8795.76,0
2503,12607.0,1228.0,14205.03,2
2504,13473.0,266.0,3159.8,1
2505,16776.0,262.0,3083.14,1
2506,14529.0,348.0,4196.15,1
2507,15193.0,144.0,1987.92,1
2508,16179.0,99.0,1112.09,1
2509,17648.0,491.0,6881.98,0
2510,15304.0,104.0,1777.54,1
2511,18169.0,61.0,832.81,1
2512,15211.0,297.0,4158.78,1
2513,17462.0,227.0,2777.29,1
2514,13373.0,1651.0,20133.09,2
2515,14128.0,564.0,6364.96,0
2516,13980.0,172.0,1968.06,1
2517,14027.0,62.0,742.96,1
2518,17025.0,235.0,2775.57,1
2519,18126.0,138.0,1624.03,1
2520,16982.0,182.0,2199.26,1
2521,16395.0,1476.0,16254.16,2
2522,16385.0,261.0,3244.66,1
2523,17214.0,276.0,3924.5,1
2524,14201.0,590.0,6752.7,0
2525,14451.0,389.0,4236.05,1
2526,15128.0,1343.0,15272.4,2
2527,13352.0,1102.0,13346.67,0
2528,15553.0,451.0,4839.89,1
2529,15886.0,147.0,1692.23,1
2530,17284.0,1364.0,15590.75,2
2531,13224.0,1515.0,16650.02,2
2532,13666.0,1184.0,16581.05,2
2533,14535.0,1831.0,21594.19,2
2534,16462.0,18.0,341.28,1
2535,15470.0,4.0,48.52,1
2536,13472.0,5.0,65.7,1
2537,14473.0,107.0,1366.39,1
2538,17475.0,212.0,2427.22,1
2539,17589.0,1630.0,17867.77,2
2540,17552.0,719.0,8018.08,0
2541,16104.0,887.0,12003.45,0
2542,13193.0,50.0,633.29,1
2543,13259.0,132.0,1652.5,1
2544,18088.0,109.0,1276.6,1
2545,13260.0,142.0,2026.96,1
2546,16248.0,78.0,956.1,1
2547,16595.0,335.0,3654.09,1
2548,15756.0,242.0,2921.81,1
2549,16685.0,396.0,4378.87,1
2550,16518.0,327.0,3848.11,1
2551,14801.0,175.0,1991.72,1
2552,16380.0,1524.0,17445.72,2
2553,15606.0,892.0,12134.66,0
2554,14514.0,590.0,7149.49,0
2555,16921.0,171.0,1895.84,1
2556,15087.0,1705.0,22398.65,2
2557,13587.0,180.0,1970.6,1
2558,12420.0,345.0,4151.1,1
2559,12885.0,655.0,7857.97,0
2560,13806.0,56.0,836.74,1
2562,13876.0,36.0,494.72,1
2563,12394.0,808.0,9390.52,0
2564,17030.0,146.0,1536.3,1
2565,14792.0,2.0,26.86,1
2566,12519.0,180.0,2138.82,1
2567,13359.0,160.0,2039.09,1
2568,16477.0,1415.0,15073.83,2
2569,15706.0,321.0,4377.09,1
2570,14067.0,361.0,4065.6,1
2571,12781.0,670.0,7674.44,0
2572,14844.0,1833.0,18847.99,2
2573,12740.0,342.0,3943.22,1
2574,13169.0,272.0,3519.0,1
2575,16455.0,988.0,12013.18,0
2576,15815.0,1856.0,21178.14,2
2577,13276.0,161.0,2255.86,1
2578,13419.0,275.0,2921.36,1
2579,13689.0,560.0,4322.75,1
2580,16354.0,150.0,1899.61,1
2581,14029.0,198.0,2508.62,1
2582,13763.0,728.0,9219.76,0
2583,12492.0,190.0,2042.1,1
2584,18136.0,379.0,4688.58,1
2585,13898.0,691.0,8857.76,0
2586,16316.0,1484.0,19554.7,2
2587,14518.0,278.0,3027.32,1
2588,13422.0,1326.0,15547.24,2
